"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Advance Auto Parts","337","-36","[{""revenues"":""10998.0"",""revenuePercentChange"":""8.8""}]","[{""profits"":""616.1"",""profitPercentChange"":""25.0""}]","[{""assets"":""12194.2"",""marketValue"":""12644.8"",""employeeCount"":""54500""}]"
"Biogen","338","-110","[{""revenues"":""10981.7"",""revenuePercentChange"":""-18.3""}]","[{""profits"":""1556.1"",""profitPercentChange"":""-61.1""}]","[{""assets"":""23877.3"",""marketValue"":""30950.4"",""employeeCount"":""9610""}]"
"Auto-Owners Insurance","339","2","[{""revenues"":""10980.2"",""revenuePercentChange"":""24.0""}]","[{""profits"":""1318.4"",""profitPercentChange"":""59.0""}]","[{""assets"":""32487.1"",""marketValue"":""0.0"",""employeeCount"":""6441""}]"
"Booking Holdings","340","84","[{""revenues"":""10958.0"",""revenuePercentChange"":""61.2""}]","[{""profits"":""1165.0"",""profitPercentChange"":""1874.6""}]","[{""assets"":""23641.0"",""marketValue"":""96022.7"",""employeeCount"":""20199""}]"
"Amphenol","341","8","[{""revenues"":""10876.3"",""revenuePercentChange"":""26.5""}]","[{""profits"":""1590.8"",""profitPercentChange"":""32.2""}]","[{""assets"":""14678.4"",""marketValue"":""45130.1"",""employeeCount"":""90000""}]"
"Quest Diagnostics","342","-18","[{""revenues"":""10788.0"",""revenuePercentChange"":""14.3""}]","[{""profits"":""1995.0"",""profitPercentChange"":""39.4""}]","[{""assets"":""13611.0"",""marketValue"":""16348.6"",""employeeCount"":""44500""}]"
"FirstEnergy","343","-49","[{""revenues"":""10758.0"",""revenuePercentChange"":""3.1""}]","[{""profits"":""1283.0"",""profitPercentChange"":""18.9""}]","[{""assets"":""45432.0"",""marketValue"":""26181.6"",""employeeCount"":""12395""}]"
"DCP Midstream","344","98","[{""revenues"":""10707.0"",""revenuePercentChange"":""69.9""}]","[{""profits"":""391.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""13380.0"",""marketValue"":""6993.2"",""employeeCount"":""1788""}]"
"Ally Financial","345","-58","[{""revenues"":""10690.0"",""revenuePercentChange"":""-0.8""}]","[{""profits"":""3060.0"",""profitPercentChange"":""182.0""}]","[{""assets"":""182114.0"",""marketValue"":""14411.6"",""employeeCount"":""10500""}]"
"Delek US Holdings","346","51","[{""revenues"":""10648.2"",""revenuePercentChange"":""45.8""}]","[{""profits"":""-203.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""6728.0"",""marketValue"":""1500.2"",""employeeCount"":""3312""}]"
"Williams","347","32","[{""revenues"":""10627.0"",""revenuePercentChange"":""37.7""}]","[{""profits"":""1517.0"",""profitPercentChange"":""619.0""}]","[{""assets"":""47612.0"",""marketValue"":""40670.4"",""employeeCount"":""4783""}]"
"Newell Brands","348","-23","[{""revenues"":""10589.0"",""revenuePercentChange"":""12.8""}]","[{""profits"":""572.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""14179.0"",""marketValue"":""8902.4"",""employeeCount"":""32000""}]"
"Eastman Chemical","349","6","[{""revenues"":""10476.0"",""revenuePercentChange"":""23.6""}]","[{""profits"":""857.0"",""profitPercentChange"":""79.3""}]","[{""assets"":""15519.0"",""marketValue"":""14450.1"",""employeeCount"":""14000""}]"
"Air Products & Chemicals","350","-10","[{""revenues"":""10323.0"",""revenuePercentChange"":""16.6""}]","[{""profits"":""2099.1"",""profitPercentChange"":""11.3""}]","[{""assets"":""26859.2"",""marketValue"":""55409.4"",""employeeCount"":""20750""}]"
"Thrivent Financial for Lutherans","351","18","[{""revenues"":""10312.7"",""revenuePercentChange"":""26.5""}]","[{""profits"":""2530.2"",""profitPercentChange"":""297.2""}]","[{""assets"":""116524.8"",""marketValue"":""0.0"",""employeeCount"":""3256""}]"
"Molson Coors Beverage","352","-38","[{""revenues"":""10279.7"",""revenuePercentChange"":""6.5""}]","[{""profits"":""1005.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""27619.0"",""marketValue"":""11631.8"",""employeeCount"":""16300""}]"
"Interpublic Group","353","-19","[{""revenues"":""10240.7"",""revenuePercentChange"":""13.0""}]","[{""profits"":""952.8"",""profitPercentChange"":""171.4""}]","[{""assets"":""19909.2"",""marketValue"":""13965.9"",""employeeCount"":""55600""}]"
"Weyerhaeuser","354","33","[{""revenues"":""10201.0"",""revenuePercentChange"":""35.4""}]","[{""profits"":""2607.0"",""profitPercentChange"":""227.1""}]","[{""assets"":""17652.0"",""marketValue"":""28315.0"",""employeeCount"":""9214""}]"
"Altice USA","355","-49","[{""revenues"":""10090.8"",""revenuePercentChange"":""2.0""}]","[{""profits"":""990.3"",""profitPercentChange"":""127.0""}]","[{""assets"":""33215.0"",""marketValue"":""5674.1"",""employeeCount"":""9000""}]"
"Raymond James Financial","356","11","[{""revenues"":""9910.0"",""revenuePercentChange"":""21.3""}]","[{""profits"":""1403.0"",""profitPercentChange"":""71.5""}]","[{""assets"":""61891.0"",""marketValue"":""22817.5"",""employeeCount"":""15000""}]"
"EMCOR Group","357","-13","[{""revenues"":""9903.6"",""revenuePercentChange"":""12.6""}]","[{""profits"":""383.5"",""profitPercentChange"":""188.5""}]","[{""assets"":""5441.4"",""marketValue"":""5931.8"",""employeeCount"":""34000""}]"
"Eversource Energy","358","-20","[{""revenues"":""9863.1"",""revenuePercentChange"":""10.8""}]","[{""profits"":""1220.5"",""profitPercentChange"":""1.3""}]","[{""assets"":""48492.1"",""marketValue"":""30403.2"",""employeeCount"":""9227""}]"
"Yum China Holdings","359","4","[{""revenues"":""9853.0"",""revenuePercentChange"":""19.2""}]","[{""profits"":""990.0"",""profitPercentChange"":""26.3""}]","[{""assets"":""13223.0"",""marketValue"":""17679.0"",""employeeCount"":""298500""}]"
"Asbury Automotive Group","360","45","[{""revenues"":""9837.7"",""revenuePercentChange"":""37.9""}]","[{""profits"":""532.4"",""profitPercentChange"":""109.3""}]","[{""assets"":""8002.6"",""marketValue"":""3714.8"",""employeeCount"":""14200""}]"
"Owens & Minor","361","-16","[{""revenues"":""9785.3"",""revenuePercentChange"":""12.4""}]","[{""profits"":""221.6"",""profitPercentChange"":""641.8""}]","[{""assets"":""3536.6"",""marketValue"":""3375.6"",""employeeCount"":""17300""}]"
"Public Service Enterprise Group","362","-44","[{""revenues"":""9722.0"",""revenuePercentChange"":""1.2""}]","[{""profits"":""-648.0"",""profitPercentChange"":""-134.0""}]","[{""assets"":""48999.0"",""marketValue"":""35145.5"",""employeeCount"":""12684""}]"
"United Rentals","363","-11","[{""revenues"":""9716.0"",""revenuePercentChange"":""13.9""}]","[{""profits"":""1386.0"",""profitPercentChange"":""55.7""}]","[{""assets"":""20292.0"",""marketValue"":""25643.3"",""employeeCount"":""20400""}]"
"MGM Resorts International","364","153","[{""revenues"":""9680.1"",""revenuePercentChange"":""87.5""}]","[{""profits"":""1254.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""40899.1"",""marketValue"":""18257.9"",""employeeCount"":""60500""}]"
"Ryder System","365","-8","[{""revenues"":""9663.0"",""revenuePercentChange"":""14.8""}]","[{""profits"":""519.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""13834.3"",""marketValue"":""4055.4"",""employeeCount"":""42800""}]"
"Intuit","366","14","[{""revenues"":""9633.0"",""revenuePercentChange"":""25.4""}]","[{""profits"":""2062.0"",""profitPercentChange"":""12.9""}]","[{""assets"":""15516.0"",""marketValue"":""135987.6"",""employeeCount"":""17350""}]"
"Cincinnati Financial","367","19","[{""revenues"":""9629.7"",""revenuePercentChange"":""27.8""}]","[{""profits"":""2945.6"",""profitPercentChange"":""142.2""}]","[{""assets"":""31386.7"",""marketValue"":""21813.3"",""employeeCount"":""5166""}]"
"Erie Insurance Group","368","-21","[{""revenues"":""9619.7"",""revenuePercentChange"":""11.0""}]","[{""profits"":""1130.1"",""profitPercentChange"":""-3.7""}]","[{""assets"":""27297.3"",""marketValue"":""0.0"",""employeeCount"":""5805""}]"
"Univar Solutions","369","-7","[{""revenues"":""9535.5"",""revenuePercentChange"":""15.4""}]","[{""profits"":""460.6"",""profitPercentChange"":""770.7""}]","[{""assets"":""6777.8"",""marketValue"":""5459.8"",""employeeCount"":""9450""}]"
"Huntington Ingalls Industries","370","-43","[{""revenues"":""9524.0"",""revenuePercentChange"":""1.7""}]","[{""profits"":""544.0"",""profitPercentChange"":""-21.8""}]","[{""assets"":""10627.0"",""marketValue"":""7991.0"",""employeeCount"":""44000""}]"
"W.R. Berkley","371","1","[{""revenues"":""9455.5"",""revenuePercentChange"":""16.7""}]","[{""profits"":""1022.5"",""profitPercentChange"":""92.7""}]","[{""assets"":""32086.4"",""marketValue"":""17658.8"",""employeeCount"":""7681""}]"
"Western & Southern Financial Group","372","2","[{""revenues"":""9441.7"",""revenuePercentChange"":""17.2""}]","[{""profits"":""361.2"",""profitPercentChange"":""76.7""}]","[{""assets"":""62876.7"",""marketValue"":""0.0"",""employeeCount"":""2538""}]"
"Insight Enterprises","373","-13","[{""revenues"":""9436.1"",""revenuePercentChange"":""13.1""}]","[{""profits"":""219.3"",""profitPercentChange"":""27.1""}]","[{""assets"":""4689.1"",""marketValue"":""3745.1"",""employeeCount"":""11624""}]"
"News Corp.","374","-37","[{""revenues"":""9358.0"",""revenuePercentChange"":""3.9""}]","[{""profits"":""330.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""16771.0"",""marketValue"":""13127.7"",""employeeCount"":""24000""}]"
"American Tower","375","0","[{""revenues"":""9356.9"",""revenuePercentChange"":""16.4""}]","[{""profits"":""2567.7"",""profitPercentChange"":""51.9""}]","[{""assets"":""69887.9"",""marketValue"":""114527.4"",""employeeCount"":""6378""}]"
"Old Republic International","376","25","[{""revenues"":""9341.6"",""revenuePercentChange"":""30.4""}]","[{""profits"":""1534.3"",""profitPercentChange"":""174.7""}]","[{""assets"":""24981.8"",""marketValue"":""7972.8"",""employeeCount"":""9600""}]"
"Burlington Stores","377","94","[{""revenues"":""9322.3"",""revenuePercentChange"":""61.7""}]","[{""profits"":""408.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""7089.5"",""marketValue"":""12112.8"",""employeeCount"":""38599""}]"
"Avis Budget Group","378","120","[{""revenues"":""9313.0"",""revenuePercentChange"":""72.4""}]","[{""profits"":""1285.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""22600.0"",""marketValue"":""14157.0"",""employeeCount"":""18500""}]"
"ODP","379","-67","[{""revenues"":""9267.0"",""revenuePercentChange"":""-4.6""}]","[{""profits"":""-208.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""4865.0"",""marketValue"":""2222.2"",""employeeCount"":""26000""}]"
"VF","380","-117","[{""revenues"":""9238.8"",""revenuePercentChange"":""-21.0""}]","[{""profits"":""407.9"",""profitPercentChange"":""-40.0""}]","[{""assets"":""13754.0"",""marketValue"":""22112.9"",""employeeCount"":""33600""}]"
"Bed Bath & Beyond","381","-101","[{""revenues"":""9233.0"",""revenuePercentChange"":""-17.3""}]","[{""profits"":""-150.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""6456.9"",""marketValue"":""2170.5"",""employeeCount"":""37600""}]"
"Seaboard","382","24","[{""revenues"":""9229.0"",""revenuePercentChange"":""29.5""}]","[{""profits"":""570.0"",""profitPercentChange"":""101.4""}]","[{""assets"":""7503.0"",""marketValue"":""4881.6"",""employeeCount"":""13200""}]"
"First American Financial","383","26","[{""revenues"":""9221.0"",""revenuePercentChange"":""30.1""}]","[{""profits"":""1241.0"",""profitPercentChange"":""78.2""}]","[{""assets"":""16451.0"",""marketValue"":""7087.2"",""employeeCount"":""22233""}]"
"Intercontinental Exchange","384","-19","[{""revenues"":""9168.0"",""revenuePercentChange"":""11.2""}]","[{""profits"":""4058.0"",""profitPercentChange"":""94.3""}]","[{""assets"":""193502.0"",""marketValue"":""74044.8"",""employeeCount"":""8858""}]"
"PVH","385","19","[{""revenues"":""9154.7"",""revenuePercentChange"":""28.4""}]","[{""profits"":""952.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""12396.8"",""marketValue"":""5210.0"",""employeeCount"":""25000""}]"
"Apollo Global Management","386","552","[{""revenues"":""9124.0"",""revenuePercentChange"":""332.2""}]","[{""profits"":""1838.5"",""profitPercentChange"":""1073.9""}]","[{""assets"":""30501.9"",""marketValue"":""37194.0"",""employeeCount"":""2153""}]"
"Jefferies Financial Group","387","32","[{""revenues"":""9039.9"",""revenuePercentChange"":""30.0""}]","[{""profits"":""1674.4"",""profitPercentChange"":""116.0""}]","[{""assets"":""60404.1"",""marketValue"":""7933.9"",""employeeCount"":""5556""}]"
"Hershey","388","-18","[{""revenues"":""8971.3"",""revenuePercentChange"":""10.1""}]","[{""profits"":""1477.5"",""profitPercentChange"":""15.5""}]","[{""assets"":""10412.2"",""marketValue"":""44461.5"",""employeeCount"":""17805""}]"
"NVR","389","-6","[{""revenues"":""8970.1"",""revenuePercentChange"":""18.6""}]","[{""profits"":""1236.7"",""profitPercentChange"":""37.2""}]","[{""assets"":""5834.5"",""marketValue"":""15010.5"",""employeeCount"":""6600""}]"
"Foot Locker","390","-5","[{""revenues"":""8958.0"",""revenuePercentChange"":""18.7""}]","[{""profits"":""893.0"",""profitPercentChange"":""176.5""}]","[{""assets"":""8135.0"",""marketValue"":""2850.0"",""employeeCount"":""33244""}]"
"Dana","391","17","[{""revenues"":""8945.0"",""revenuePercentChange"":""25.9""}]","[{""profits"":""197.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""7632.0"",""marketValue"":""2544.4"",""employeeCount"":""40200""}]"
"SpartanNash","392","-63","[{""revenues"":""8931.0"",""revenuePercentChange"":""-4.5""}]","[{""profits"":""73.8"",""profitPercentChange"":""-2.8""}]","[{""assets"":""2206.8"",""marketValue"":""1185.1"",""employeeCount"":""13300""}]"
"Olin","393","79","[{""revenues"":""8910.6"",""revenuePercentChange"":""54.8""}]","[{""profits"":""1296.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""8517.7"",""marketValue"":""8062.0"",""employeeCount"":""7750""}]"
"Chewy","394","9","[{""revenues"":""8890.8"",""revenuePercentChange"":""24.4""}]","[{""profits"":""-73.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""2086.3"",""marketValue"":""17147.3"",""employeeCount"":""21300""}]"
"Jackson Financial","395","0","[{""revenues"":""8848.0"",""revenuePercentChange"":""0.0""}]","[{""profits"":""3183.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""375484.0"",""marketValue"":""3895.1"",""employeeCount"":""3150""}]"
"Activision Blizzard","396","-23","[{""revenues"":""8803.0"",""revenuePercentChange"":""8.9""}]","[{""profits"":""2699.0"",""profitPercentChange"":""22.8""}]","[{""assets"":""25056.0"",""marketValue"":""62559.7"",""employeeCount"":""9800""}]"
"Toll Brothers","397","14","[{""revenues"":""8790.4"",""revenuePercentChange"":""24.2""}]","[{""profits"":""833.6"",""profitPercentChange"":""86.7""}]","[{""assets"":""11537.9"",""marketValue"":""5515.4"",""employeeCount"":""5100""}]"
"Carlyle Group","398","360","[{""revenues"":""8782.1"",""revenuePercentChange"":""199.3""}]","[{""profits"":""2974.7"",""profitPercentChange"":""754.3""}]","[{""assets"":""21250.4"",""marketValue"":""17427.5"",""employeeCount"":""1850""}]"
"Graybar Electric","399","0","[{""revenues"":""8767.3"",""revenuePercentChange"":""20.7""}]","[{""profits"":""262.4"",""profitPercentChange"":""115.4""}]","[{""assets"":""3069.0"",""marketValue"":""0.0"",""employeeCount"":""8800""}]"
"Ovintiv","400","58","[{""revenues"":""8658.0"",""revenuePercentChange"":""42.2""}]","[{""profits"":""1416.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""14055.0"",""marketValue"":""13987.5"",""employeeCount"":""1713""}]"
"UFP Industries","401","117","[{""revenues"":""8636.1"",""revenuePercentChange"":""67.6""}]","[{""profits"":""535.6"",""profitPercentChange"":""117.1""}]","[{""assets"":""3245.3"",""marketValue"":""4790.5"",""employeeCount"":""15000""}]"
"Ulta Beauty","402","49","[{""revenues"":""8630.9"",""revenuePercentChange"":""40.3""}]","[{""profits"":""985.8"",""profitPercentChange"":""460.7""}]","[{""assets"":""4764.4"",""marketValue"":""20837.8"",""employeeCount"":""28500""}]"
"Constellation Brands","403","-44","[{""revenues"":""8614.9"",""revenuePercentChange"":""3.3""}]","[{""profits"":""1998.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""27104.8"",""marketValue"":""43763.5"",""employeeCount"":""9300""}]"
"Expedia Group","404","111","[{""revenues"":""8598.0"",""revenuePercentChange"":""65.4""}]","[{""profits"":""12.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""21548.0"",""marketValue"":""30476.5"",""employeeCount"":""14800""}]"
"CommScope Holding","405","-49","[{""revenues"":""8586.7"",""revenuePercentChange"":""1.8""}]","[{""profits"":""-462.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""13259.5"",""marketValue"":""1629.7"",""employeeCount"":""30000""}]"
"Celanese","406","71","[{""revenues"":""8537.0"",""revenuePercentChange"":""51.0""}]","[{""profits"":""1890.0"",""profitPercentChange"":""-4.8""}]","[{""assets"":""11975.0"",""marketValue"":""15434.1"",""employeeCount"":""8529""}]"
"Global Payments","407","-13","[{""revenues"":""8523.8"",""revenuePercentChange"":""14.8""}]","[{""profits"":""965.5"",""profitPercentChange"":""65.2""}]","[{""assets"":""45279.7"",""marketValue"":""38545.6"",""employeeCount"":""25000""}]"
"Owens Corning","408","5","[{""revenues"":""8498.0"",""revenuePercentChange"":""20.5""}]","[{""profits"":""995.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""10015.0"",""marketValue"":""9064.7"",""employeeCount"":""20000""}]"
"Campbell Soup","409","-74","[{""revenues"":""8476.0"",""revenuePercentChange"":""-6.3""}]","[{""profits"":""1002.0"",""profitPercentChange"":""-38.5""}]","[{""assets"":""11734.0"",""marketValue"":""13446.9"",""employeeCount"":""14100""}]"
"Huntsman","410","50","[{""revenues"":""8453.0"",""revenuePercentChange"":""40.3""}]","[{""profits"":""1045.0"",""profitPercentChange"":""1.1""}]","[{""assets"":""9392.0"",""marketValue"":""8046.9"",""employeeCount"":""9000""}]"
"Franklin Resources","411","73","[{""revenues"":""8425.5"",""revenuePercentChange"":""51.4""}]","[{""profits"":""1831.2"",""profitPercentChange"":""129.2""}]","[{""assets"":""24168.4"",""marketValue"":""14019.3"",""employeeCount"":""10300""}]"
